api;cat;type
<com.android.internal.telephony.sip.SipPhone: void setOutgoingCallerIdDisplay(int,android.os.Message)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhone: void setRadioPower(boolean)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhone: void setSmscAddress(java.lang.String,android.os.Message)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhone: void setVoiceMailNumber(java.lang.String,java.lang.String,android.os.Message)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhone: void startDtmf(char)>;PHONE_CONNECTION;SINK
<com.android.internal.telephony.sip.SipPhoneBase: com.android.internal.telephony.Connection dial(java.lang.String,com.android.internal.telephony.UUSInfo)>;VOIP;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void notifyDataConnection(java.lang.String,java.lang.String)>;PHONE_STATE;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void notifyDisconnect(com.android.internal.telephony.Connection)>;PHONE_STATE;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void notifyNewRingingConnection(com.android.internal.telephony.Connection)>;PHONE_STATE;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void notifyServiceStateChanged(android.telephony.ServiceState)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void restoreSavedNetworkSelection(android.os.Message)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void sendUssdResponse(java.lang.String)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void setBandMode(int,android.os.Message)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void setCallForwardingOption(int,int,java.lang.String,int,android.os.Message)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void setCallWaiting(boolean,android.os.Message)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void setCdmaSubscription(int,android.os.Message)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void setCellBroadcastSmsConfig(int[],android.os.Message)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void setDataRoamingEnabled(boolean)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void setLine1Number(java.lang.String,java.lang.String,android.os.Message)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void setNetworkSelectionModeAutomatic(android.os.Message)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void setOnPostDialCharacter(android.os.Handler,int,java.lang.Object)>;VOIP;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void setOutgoingCallerIdDisplay(int,android.os.Message)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void setRadioPower(boolean)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void setSmscAddress(java.lang.String,android.os.Message)>;SYSTEM_SETTINGS;SINK
<com.android.internal.telephony.sip.SipPhoneBase: void setVoiceMailNumber(java.lang.String,java.lang.String,android.os.Message)>;SYSTEM_SETTINGS;SINK
<com.android.internal.util.AsyncChannel: android.os.Message sendMessageSynchronously(android.os.Message)>;SYNCHRONIZATION_DATA;SINK
<com.android.internal.util.AsyncChannel: android.os.Message sendMessageSynchronously(int)>;SYNCHRONIZATION_DATA;SINK
<com.android.internal.util.AsyncChannel: android.os.Message sendMessageSynchronously(int,int)>;SYNCHRONIZATION_DATA;SINK
<com.android.internal.util.AsyncChannel: android.os.Message sendMessageSynchronously(int,int,int)>;SYNCHRONIZATION_DATA;SINK
<com.android.internal.util.AsyncChannel: android.os.Message sendMessageSynchronously(int,int,int,java.lang.Object)>;SYNCHRONIZATION_DATA;SINK
<com.android.internal.util.AsyncChannel: android.os.Message sendMessageSynchronously(int,java.lang.Object)>;SYNCHRONIZATION_DATA;SINK
<dalvik.system.VMDebug: void startMethodTracing(java.lang.String,int,int)>;FILE;SINK
<dalvik.system.VMDebug: void startMethodTracing(java.lang.String,java.io.FileDescriptor,int,int)>;FILE;SINK
<gov.nist.javax.sip.header.Contact: void setExpires(int)>;CONTACT_INFORMATION;SINK
<gov.nist.javax.sip.header.Contact: void setParameter(java.lang.String,java.lang.String)>;CONTACT_INFORMATION;SINK
<gov.nist.javax.sip.header.Contact: void setPubGruuParam(java.lang.String)>;CONTACT_INFORMATION;SINK
<gov.nist.javax.sip.header.Contact: void setQValue(float)>;CONTACT_INFORMATION;SINK
<gov.nist.javax.sip.header.Contact: void setSipInstanceParam(java.lang.String)>;CONTACT_INFORMATION;SINK
<gov.nist.javax.sip.header.Contact: void setTempGruuParam(java.lang.String)>;CONTACT_INFORMATION;SINK
<gov.nist.javax.sip.header.Contact: void setWildCardFlag(boolean)>;CONTACT_INFORMATION;SINK
<gov.nist.javax.sip.stack.SIPClientTransaction: void setDialog(gov.nist.javax.sip.stack.SIPDialog,java.lang.String)>;VOIP;SINK
<gov.nist.javax.sip.stack.SIPTransactionStack: gov.nist.javax.sip.stack.SIPDialog createDialog(gov.nist.javax.sip.stack.SIPTransaction)>;VOIP;SINK
<gov.nist.javax.sip.stack.SIPTransactionStack: void putDialog(gov.nist.javax.sip.stack.SIPDialog)>;VOIP;SINK
<java.io.FileOutputStream: void write(byte[],int,int)>;FILE;SINK
<java.io.RandomAccessFile: void write(byte[],int,int)>;FILE;SINK
<java.lang.ProcessManager: java.lang.Process exec(java.lang.String[],java.lang.String[],java.io.File,boolean)>;FILE;SINK
<java.lang.SecurityManager: void checkRead(java.io.FileDescriptor)>;FILE;SINK
<java.lang.SecurityManager: void checkWrite(java.io.FileDescriptor)>;FILE;SINK
<java.net.DatagramSocket: void setNetworkInterface(java.net.NetworkInterface)>;FILE;SINK
<java.net.PlainDatagramSocketImpl: void bind(int,java.net.InetAddress)>;FILE;SINK
<java.net.PlainDatagramSocketImpl: void send(java.net.DatagramPacket)>;FILE;SINK
<java.net.PlainDatagramSocketImpl: void setOption(int,java.lang.Object)>;FILE;SINK
<java.net.PlainSocketImpl: void bind(java.net.InetAddress,int)>;FILE;SINK
<java.net.PlainSocketImpl: void setOption(int,java.lang.Object)>;FILE;SINK
<java.net.URL: java.net.URLConnection openConnection()>;NETWORK;SINK
<java.nio.DatagramChannelImpl: int send(java.nio.ByteBuffer,java.net.SocketAddress)>;FILE;SINK
<java.nio.IoVec: int doTransfer(java.io.FileDescriptor)>;FILE;SINK
<java.util.zip.Inflater: int setFileInput(java.io.FileDescriptor,long,int)>;FILE;SINK
<libcore.io.BlockGuardOs: int sendto(java.io.FileDescriptor,byte[],int,int,int,java.net.InetAddress,int)>;FILE;SINK
<libcore.io.BlockGuardOs: int sendto(java.io.FileDescriptor,java.nio.ByteBuffer,int,java.net.InetAddress,int)>;FILE;SINK
<libcore.io.BlockGuardOs: int write(java.io.FileDescriptor,byte[],int,int)>;FILE;SINK
<libcore.io.BlockGuardOs: int write(java.io.FileDescriptor,java.nio.ByteBuffer)>;FILE;SINK
<libcore.io.BlockGuardOs: int writev(java.io.FileDescriptor,java.lang.Object[],int[],int[])>;FILE;SINK
<libcore.io.BlockGuardOs: java.io.FileDescriptor open(java.lang.String,int,int)>;FILE;SINK
<libcore.io.ForwardingOs: int sendto(java.io.FileDescriptor,byte[],int,int,int,java.net.InetAddress,int)>;FILE;SINK
<libcore.io.ForwardingOs: int sendto(java.io.FileDescriptor,java.nio.ByteBuffer,int,java.net.InetAddress,int)>;FILE;SINK
<libcore.io.ForwardingOs: int write(java.io.FileDescriptor,byte[],int,int)>;FILE;SINK
<libcore.io.ForwardingOs: int write(java.io.FileDescriptor,java.nio.ByteBuffer)>;FILE;SINK
<libcore.io.ForwardingOs: int writev(java.io.FileDescriptor,java.lang.Object[],int[],int[])>;FILE;SINK
<libcore.io.ForwardingOs: java.io.FileDescriptor open(java.lang.String,int,int)>;FILE;SINK
<libcore.io.ForwardingOs: long sendfile(java.io.FileDescriptor,java.io.FileDescriptor,libcore.util.MutableLong,long)>;FILE;SINK
<libcore.io.ForwardingOs: void bind(java.io.FileDescriptor,java.net.InetAddress,int)>;FILE;SINK
<libcore.io.ForwardingOs: void setsockoptByte(java.io.FileDescriptor,int,int,int)>;FILE;SINK
<libcore.io.ForwardingOs: void setsockoptGroupReq(java.io.FileDescriptor,int,int,libcore.io.StructGroupReq)>;FILE;SINK
<libcore.io.ForwardingOs: void setsockoptIfreq(java.io.FileDescriptor,int,int,java.lang.String)>;FILE;SINK
<libcore.io.ForwardingOs: void setsockoptInt(java.io.FileDescriptor,int,int,int)>;FILE;SINK
<libcore.io.ForwardingOs: void setsockoptIpMreqn(java.io.FileDescriptor,int,int,int)>;FILE;SINK
<libcore.io.ForwardingOs: void setsockoptLinger(java.io.FileDescriptor,int,int,libcore.io.StructLinger)>;FILE;SINK
<libcore.io.ForwardingOs: void setsockoptTimeval(java.io.FileDescriptor,int,int,libcore.io.StructTimeval)>;FILE;SINK
<libcore.io.IoBridge: int sendto(java.io.FileDescriptor,byte[],int,int,int,java.net.InetAddress,int)>;FILE;SINK
<libcore.io.IoBridge: int sendto(java.io.FileDescriptor,java.nio.ByteBuffer,int,java.net.InetAddress,int)>;FILE;SINK
<libcore.io.IoBridge: void bind(java.io.FileDescriptor,java.net.InetAddress,int)>;FILE;SINK
<libcore.io.IoBridge: void setSocketOption(java.io.FileDescriptor,int,java.lang.Object)>;FILE;SINK
<libcore.io.IoBridge: void write(java.io.FileDescriptor,byte[],int,int)>;FILE;SINK
<libcore.io.IoUtils: void setBlocking(java.io.FileDescriptor,boolean)>;FILE;SINK
<libcore.io.Posix: int sendto(java.io.FileDescriptor,byte[],int,int,int,java.net.InetAddress,int)>;FILE;SINK
<libcore.io.Posix: int sendto(java.io.FileDescriptor,java.nio.ByteBuffer,int,java.net.InetAddress,int)>;FILE;SINK
<libcore.io.Posix: int write(java.io.FileDescriptor,byte[],int,int)>;FILE;SINK
<libcore.io.Posix: int write(java.io.FileDescriptor,java.nio.ByteBuffer)>;FILE;SINK
<org.apache.http.client.HttpClient: java.lang.Object execute(org.apache.http.HttpHost,org.apache.http.HttpRequest,org.apache.http.client.ResponseHandler)>;NETWORK;SINK
<org.apache.http.client.HttpClient: java.lang.Object execute(org.apache.http.HttpHost,org.apache.http.HttpRequest,org.apache.http.client.ResponseHandler,org.apache.http.protocol.HttpContext)>;NETWORK;SINK
<org.apache.http.client.HttpClient: java.lang.Object execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler)>;NETWORK;SINK
<org.apache.http.client.HttpClient: java.lang.Object execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler,org.apache.http.protocol.HttpContext)>;NETWORK;SINK
<org.apache.http.client.HttpClient: org.apache.http.HttpResponse execute(org.apache.http.HttpHost,org.apache.http.HttpRequest)>;NETWORK;SINK
<org.apache.http.client.HttpClient: org.apache.http.HttpResponse execute(org.apache.http.HttpHost,org.apache.http.HttpRequest,org.apache.http.protocol.HttpContext)>;NETWORK;SINK
<org.apache.http.client.HttpClient: org.apache.http.HttpResponse execute(org.apache.http.client.methods.HttpUriRequest)>;NETWORK;SINK
<org.apache.http.client.HttpClient: org.apache.http.HttpResponse execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.protocol.HttpContext)>;NETWORK;SINK
<org.apache.http.impl.client.AbstractHttpClient: org.apache.http.HttpResponse execute(org.apache.http.HttpHost,org.apache.http.HttpRequest)>;NETWORK;SINK
<org.apache.http.impl.client.AbstractHttpClient: org.apache.http.HttpResponse execute(org.apache.http.HttpHost,org.apache.http.HttpRequest,org.apache.http.protocol.HttpContext)>;NETWORK;SINK
<org.apache.http.impl.client.AbstractHttpClient: org.apache.http.HttpResponse execute(org.apache.http.client.methods.HttpUriRequest)>;NETWORK;SINK
<org.apache.http.impl.client.AbstractHttpClient: org.apache.http.HttpResponse execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.protocol.HttpContext)>;NETWORK;SINK
<org.apache.http.impl.client.DefaultHttpClient: java.lang.Object execute(org.apache.http.HttpHost,org.apache.http.HttpRequest,org.apache.http.client.ResponseHandler)>;NETWORK;SINK
<org.apache.http.impl.client.DefaultHttpClient: java.lang.Object execute(org.apache.http.HttpHost,org.apache.http.HttpRequest,org.apache.http.client.ResponseHandler,org.apache.http.protocol.HttpContext)>;NETWORK;SINK
<org.apache.http.impl.client.DefaultHttpClient: java.lang.Object execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler)>;NETWORK;SINK
<org.apache.http.impl.client.DefaultHttpClient: java.lang.Object execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler,org.apache.http.protocol.HttpContext)>;NETWORK;SINK
<org.apache.http.impl.client.DefaultHttpClient: org.apache.http.HttpResponse execute(org.apache.http.HttpHost,org.apache.http.HttpRequest)>;NETWORK;SINK
<org.apache.http.impl.client.DefaultHttpClient: org.apache.http.HttpResponse execute(org.apache.http.HttpHost,org.apache.http.HttpRequest,org.apache.http.protocol.HttpContext)>;NETWORK;SINK
<org.apache.http.impl.client.DefaultHttpClient: org.apache.http.HttpResponse execute(org.apache.http.client.methods.HttpUriRequest)>;NETWORK;SINK
<android.accessibilityservice.IAccessibilityServiceConnection$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;NETWORK_INFORMATION;SOURCE
<android.accessibilityservice.IAccessibilityServiceConnection$Stub: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<android.accounts.AccountManager$AmsTask: android.os.Bundle getResult()>;ACCOUNT_INFORMATION;SOURCE
<android.accounts.AccountManager$AmsTask: android.os.Bundle getResult(long,java.util.concurrent.TimeUnit)>;ACCOUNT_INFORMATION;SOURCE
<android.accounts.AccountManager$Future2Task: java.lang.Object getResult()>;ACCOUNT_INFORMATION;SOURCE
<android.accounts.AccountManager$Future2Task: java.lang.Object getResult(long,java.util.concurrent.TimeUnit)>;ACCOUNT_INFORMATION;SOURCE
<android.accounts.AccountManager: android.accounts.AccountManager get(android.content.Context)>;ACCOUNT_INFORMATION;SOURCE
<android.accounts.AccountManager: android.accounts.Account[] getAccounts()>;ACCOUNT_INFORMATION;SOURCE
<android.accounts.AccountManager: android.accounts.Account[] getAccountsByType(java.lang.String)>;ACCOUNT_INFORMATION;SOURCE
<android.accounts.AccountManager: android.accounts.AuthenticatorDescription[] getAuthenticatorTypes()>;ACCOUNT_INFORMATION;SOURCE
<android.accounts.AccountManager: java.lang.String blockingGetAuthToken(android.accounts.Account,java.lang.String,boolean)>;ACCOUNT_INFORMATION;SOURCE
<android.accounts.IAccountManager$Stub$Proxy: android.accounts.Account[] getAccounts(java.lang.String)>;ACCOUNT_INFORMATION;SOURCE
<android.accounts.IAccountManager$Stub$Proxy: java.lang.String getPassword(android.accounts.Account)>;ACCOUNT_INFORMATION;SOURCE
<android.accounts.IAccountManager$Stub$Proxy: java.lang.String getUserData(android.accounts.Account,java.lang.String)>;ACCOUNT_INFORMATION;SOURCE
<android.app.ActivityManagerProxy: android.os.ParcelFileDescriptor openContentUri(android.net.Uri)>;FILE_INFORMATION;SOURCE
<android.app.ContextImpl$ApplicationContentResolver: android.content.SyncInfo getCurrentSync()>;SYNCHRONIZATION_DATA;SOURCE
<android.app.ContextImpl$ApplicationContentResolver: boolean getSyncAutomatically(android.accounts.Account,java.lang.String)>;SYNCHRONIZATION_DATA;SOURCE
<android.app.ContextImpl$ApplicationContentResolver: int getIsSyncable(android.accounts.Account,java.lang.String)>;SYNCHRONIZATION_DATA;SOURCE
<android.app.ContextImpl$ApplicationContentResolver: java.util.List getPeriodicSyncs(android.accounts.Account,java.lang.String)>;SYNCHRONIZATION_DATA;SOURCE
<android.app.DownloadManager: android.net.Uri getDownloadUri(long)>;FILE_INFORMATION;SOURCE
<android.app.DownloadManager: android.net.Uri getUriForDownloadedFile(long)>;FILE_INFORMATION;SOURCE
<android.app.IServiceConnection$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;NETWORK_INFORMATION;SOURCE
<android.app.IServiceConnection$Stub: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<android.app.LoadedApk$ServiceDispatcher: android.app.IServiceConnection getIServiceConnection()>;NETWORK_INFORMATION;SOURCE
<android.app.LoadedApk$ServiceDispatcher: android.app.ServiceConnectionLeaked getLocation()>;NETWORK_INFORMATION;SOURCE
<android.app.LoadedApk$ServiceDispatcher: android.content.ServiceConnection getServiceConnection()>;NETWORK_INFORMATION;SOURCE
<android.app.LoadedApk$ServiceDispatcher: int getFlags()>;NETWORK_INFORMATION;SOURCE
<android.app.LoadedApk$ServiceDispatcher: java.lang.RuntimeException getUnbindLocation()>;NETWORK_INFORMATION;SOURCE
<android.app.Service: java.lang.String getClassName()>;NETWORK_INFORMATION;SOURCE
<android.bluetooth.BluetoothA2dp: int getConnectionState(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothA2dp: int getPriority(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothA2dp: java.util.List getConnectedDevices()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothA2dp: java.util.List getDevicesMatchingConnectionStates(int[])>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothAdapter: android.bluetooth.BluetoothDevice getRemoteDevice(java.lang.String)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothAdapter: android.bluetooth.BluetoothServerSocket listenUsingEncryptedRfcommWithServiceRecord(java.lang.String,java.util.UUID)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothAdapter: android.bluetooth.BluetoothServerSocket listenUsingInsecureRfcommWithServiceRecord(java.lang.String,java.util.UUID)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothAdapter: android.bluetooth.BluetoothServerSocket listenUsingRfcommWithServiceRecord(java.lang.String,java.util.UUID)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothAdapter: android.os.ParcelUuid[] getUuids()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothAdapter: int getConnectionState()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothAdapter: int getDiscoverableTimeout()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothAdapter: int getProfileConnectionState(int)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothAdapter: int getScanMode()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothAdapter: int getState()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothAdapter: java.lang.String getAddress()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothAdapter: java.lang.String getName()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothAdapter: java.util.Set getBondedDevices()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothClass: int getDeviceClass()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothClass: int getMajorDeviceClass()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothDevice: android.bluetooth.BluetoothClass getBluetoothClass()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothDevice: android.bluetooth.IBluetooth getService()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothDevice: android.os.ParcelUuid[] getUuids()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothDevice: boolean getTrustState()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothDevice: int getBondState()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothDevice: int getServiceChannel(android.os.ParcelUuid)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothDevice: java.lang.String getAddress()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothDevice: java.lang.String getAlias()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothDevice: java.lang.String getAliasName()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothDevice: java.lang.String getName()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothHeadset: int getAudioState(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothHeadset: int getBatteryUsageHint(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothHeadset: int getConnectionState(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothHeadset: int getPriority(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothHeadset: java.util.List getConnectedDevices()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothHeadset: java.util.List getDevicesMatchingConnectionStates(int[])>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothHealth: android.os.ParcelFileDescriptor getMainChannelFd(android.bluetooth.BluetoothDevice,android.bluetooth.BluetoothHealthAppConfiguration)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothHealth: int getConnectionState(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothHealth: java.util.List getConnectedDevices()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothHealth: java.util.List getDevicesMatchingConnectionStates(int[])>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothHealthAppConfiguration: int getChannelType()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothHealthAppConfiguration: int getDataType()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothHealthAppConfiguration: int getRole()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothHealthAppConfiguration: java.lang.String getName()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothInputDevice: int getConnectionState(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothInputDevice: int getPriority(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothInputDevice: java.util.List getConnectedDevices()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothInputDevice: java.util.List getDevicesMatchingConnectionStates(int[])>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothPan: boolean isTetheringOn()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothPan: int getConnectionState(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothPan: java.util.List getConnectedDevices()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothPan: java.util.List getDevicesMatchingConnectionStates(int[])>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothServerSocket: int getChannel()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothSocket: android.bluetooth.BluetoothDevice getRemoteDevice()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothSocket: android.bluetooth.BluetoothSocket accept(int)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothSocket: java.io.InputStream getInputStream()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothSocket: java.io.OutputStream getOutputStream()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.BluetoothUuid: int getServiceIdentifierFromParcelUuid(android.os.ParcelUuid)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetooth$Stub$Proxy: android.os.ParcelUuid[] getUuids()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetooth$Stub$Proxy: int getAdapterConnectionState()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetooth$Stub$Proxy: int getDiscoverableTimeout()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetooth$Stub$Proxy: int getProfileConnectionState(int)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetooth$Stub$Proxy: int getScanMode()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetooth$Stub$Proxy: java.lang.String getAddress()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetooth$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetooth$Stub$Proxy: java.lang.String getName()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetooth$Stub: android.os.IBinder asBinder()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothA2dp$Stub$Proxy: int getConnectionState(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothA2dp$Stub$Proxy: int getPriority(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothA2dp$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothA2dp$Stub$Proxy: java.util.List getConnectedDevices()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothA2dp$Stub$Proxy: java.util.List getDevicesMatchingConnectionStates(int[])>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothA2dp$Stub: android.os.IBinder asBinder()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothCallback$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothCallback$Stub: android.os.IBinder asBinder()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothHeadset$Stub$Proxy: int getAudioState(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothHeadset$Stub$Proxy: int getBatteryUsageHint(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothHeadset$Stub$Proxy: int getConnectionState(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothHeadset$Stub$Proxy: int getPriority(android.bluetooth.BluetoothDevice)>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothHeadset$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothHeadset$Stub$Proxy: java.util.List getConnectedDevices()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothHeadset$Stub$Proxy: java.util.List getDevicesMatchingConnectionStates(int[])>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothHeadset$Stub: android.os.IBinder asBinder()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothHealthCallback$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothHealthCallback$Stub: android.os.IBinder asBinder()>;BLUETOOTH_INFORMATION;SOURCE
